review_id,review,rating,sentiment,label_source,prediction_confidence,needs_human_review,split_role,is_autotag,store_name,store_address,review_time,days_ago,review_clean,rating_num,reviewer_id,review_processed
13796,"If you re here for breakfast and you get coffee, you ll wait 20 minutes for your food to arrive and they ll bring you an em",3,Negative,model_pseudo_label,0.655282783803051,False,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",3 months ago,90.0,"If you re here for breakfast and you get coffee, you ll wait 20 minutes for your food to arrive and they ll bring you an em",3,13796,you here for breakfast and you get coffee you wait minutes for your food arrive and they bring you
13797,"Huge McDonald's. Unique items at Orlando location. Pizza and pasta. Cheesecake was sold out. Arcade but prize and play area are closed. You can order at kiosk or wait in line for cashier. Soda is not self-serve, free refill. Expect a long wait (approximately 20-30 mins) if you are waiting for pizza and pasta, it's understandable though. They do deliver to table. I didn't see the Belgium waffle on menu.",5,Negative,model_pseudo_label,0.7196457116004986,False,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",2 years ago,730.0,"Huge McDonald's. Unique items at Orlando location. Pizza and pasta. Cheesecake was sold out. Arcade but prize and play area are closed. You can order at kiosk or wait in line for cashier. Soda is not self-serve, free refill. Expect a long wait (approximately 20-30 mins) if you are waiting for pizza and pasta, it's understandable though. They do deliver to table. I didn't see the Belgium waffle on menu.",5,13797,huge unique items orlando pizza and pasta cheesecake was sold out arcade but prize and play area are closed you can order kiosk wait line for cashier soda not self serve free refill expect long wait approximately mins you are waiting for pizza and pasta understandable though they deliver table did not see the belgium waffle menu
13798,World's largest McDonalds but worse service ever. More pricier than the rest of Mcdonalds in Orlando.,3,Neutral,model_pseudo_label,0.531294058340476,True,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",2 weeks ago,14.0,World's largest McDonalds but worse service ever. More pricier than the rest of Mcdonalds in Orlando.,3,13798,world largest but worse service ever more pricier than the rest orlando
13799,"Over crowded, hard to find a parking spot for it to be the largest McDonald's in the U.S. over an hour to get a Big Mac meal. Ordered a pizza that came before the big Mac meal. The pizza was very salty yeah I guess that's what you get when ordering pizza at a McDonald's. My kids ordered pasta and were also disappointed.",1,Positive,model_pseudo_label,0.4931238823264031,True,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",2 weeks ago,14.0,"Over crowded, hard to find a parking spot for it to be the largest McDonald's in the U.S. over an hour to get a Big Mac meal. Ordered a pizza that came before the big Mac meal. The pizza was very salty yeah I guess that's what you get when ordering pizza at a McDonald's. My kids ordered pasta and were also disappointed.",1,13799,over crowded hard find parking spot for the largest the over hour get big mac meal ordered pizza that came before the big mac meal the pizza was very salty yeah guess that what you get when ordering pizza kids ordered pasta and were also disappointed
13800,Largest McDonald s in the U.S. they are trying to doing so much and doing none of it well. Four orders and three had missing items. No salt on the room temperature,2,Negative,model_pseudo_label,0.4507766114479515,True,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",3 days ago,3.0,Largest McDonald s in the U.S. they are trying to doing so much and doing none of it well. Four orders and three had missing items. No salt on the room temperature,2,13800,largest the they are trying doing much and doing none well four orders and three had missing items no salt the room temperature
13801,So many unusual items! Got the pepperoni and mushroom pizza and the ham and cheese french toast. CRAZY! Really enjoyed the experience and would highly recommend everything stop here. The chocolate cake was pretty good too!,4,Positive,model_pseudo_label,0.5557984411446398,True,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",2 years ago,730.0,So many unusual items! Got the pepperoni and mushroom pizza and the ham and cheese french toast. CRAZY! Really enjoyed the experience and would highly recommend everything stop here. The chocolate cake was pretty good too!,4,13801,many unusual items got the pepperoni and mushroom pizza and the ham and cheese french toast crazy really enjoyed the experience and would highly recommend everything stop here the chocolate cake was pretty good too
13802,"We went here on June 6, 2023. We tried a little bit of everything. Ordered a Philly cheesesteak, pepperoni pizza, kids meal, big Mac meal and 2 mcdoubles. The wait was absolutely ridiculous and when they brought us the food it was ice cold. We didn't complain because the lines were super long and nobody was around to help. The one guy picked up my daughter's kids meal thought it was trash and I told him and he said he was sorry and walked off. The arcade was just a mad house. So busy and very dirty so was the restrooms. We don't be going back that's for sure.",2,Negative,model_pseudo_label,0.7313235917615388,False,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",4 days ago,4.0,"We went here on June 6, 2023. We tried a little bit of everything. Ordered a Philly cheesesteak, pepperoni pizza, kids meal, big Mac meal and 2 mcdoubles. The wait was absolutely ridiculous and when they brought us the food it was ice cold. We didn't complain because the lines were super long and nobody was around to help. The one guy picked up my daughter's kids meal thought it was trash and I told him and he said he was sorry and walked off. The arcade was just a mad house. So busy and very dirty so was the restrooms. We don't be going back that's for sure.",2,13802,went here june tried little bit everything ordered philly cheesesteak pepperoni pizza kids meal big mac meal and mcdoubles the wait was absolutely ridiculous and when they brought the food was ice cold did not complain because the lines were super long and nobody was around help the one guy picked daughter kids meal thought was trash and told him and said was sorry and walked off the arcade was just mad house busy and very dirty was the restrooms not going back that for sure
13803,"We came here all the way from Hungary, excited to try out a real american McDonald s. Unfortunately our experience could not have been worse. After over 45 minutes of waiting I got my Big Mac delivered to our table cold, which I honestly would",1,Negative,model_pseudo_label,0.671174003442956,False,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",3 weeks ago,21.0,"We came here all the way from Hungary, excited to try out a real american McDonald s. Unfortunately our experience could not have been worse. After over 45 minutes of waiting I got my Big Mac delivered to our table cold, which I honestly would",1,13803,came here all the way from hungary excited try out real american unfortunately our experience could not have been worse after over minutes waiting got big mac delivered our table cold which honestly would
13804,"This McDonald's did not live up to the hype I saw on the internet. It was crowded and small. I entered and all of my expectations dropped. I ordered at the kiosk since the line was long. All of the items I've seen online through social media were either unavailable or not there at all. I saw the ""famous"" pizza and pasta, I tried the pizza. After ordering my food and sweets, I waited at the only table I could find that wasn't already taken. I ordered a small drink so I figured if I had to wait maybe they would at least bring me the cup so I can get a drink, I was wrong. I made a special request for my McFlurry and within minutes of ordering, I was told my special request couldn't be done since they had already made my McFlurry. I thought they would make the ice cream items last so they don't melt while waiting for the food. I didn't order much, and I know there was a line but I received the pizza faster than anything. I waited for a total of 30 minutes for the rest of my food. They waited until everything was done to bring it to me and it wasn't even good. The chicken was dry and looked old, my burger was cold, my McFlurry was made wrong so I didn't eat that and they gave me the wrong slice of cake... very disappointed. The pizza was the only food item that didn't suck entirely. It was very thin but tasted okay. Definitely wouldn't go back ever again. Not worth the trip, or the hype.",1,Negative,model_pseudo_label,0.9395958084240372,False,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",2 weeks ago,14.0,"This McDonald's did not live up to the hype I saw on the internet. It was crowded and small. I entered and all of my expectations dropped. I ordered at the kiosk since the line was long. All of the items I've seen online through social media were either unavailable or not there at all. I saw the ""famous"" pizza and pasta, I tried the pizza. After ordering my food and sweets, I waited at the only table I could find that wasn't already taken. I ordered a small drink so I figured if I had to wait maybe they would at least bring me the cup so I can get a drink, I was wrong. I made a special request for my McFlurry and within minutes of ordering, I was told my special request couldn't be done since they had already made my McFlurry. I thought they would make the ice cream items last so they don't melt while waiting for the food. I didn't order much, and I know there was a line but I received the pizza faster than anything. I waited for a total of 30 minutes for the rest of my food. They waited until everything was done to bring it to me and it wasn't even good. The chicken was dry and looked old, my burger was cold, my McFlurry was made wrong so I didn't eat that and they gave me the wrong slice of cake... very disappointed. The pizza was the only food item that didn't suck entirely. It was very thin but tasted okay. Definitely wouldn't go back ever again. Not worth the trip, or the hype.",1,13804,this did not live the hype saw the internet was crowded and small entered and all expectations dropped ordered the kiosk since the line was long all the items seen online through social media were either unavailable not there all saw the famous pizza and pasta tried the pizza after ordering food and sweets waited the only table could find that was not already taken ordered small drink figured had wait maybe they would least bring the cup can get drink was wrong made special request for mcflurry and within minutes ordering was told special request could not done since they had already made mcflurry thought they would make the ice cream items last they not melt while waiting for the food did not order much and know there was line but received the pizza faster than anything waited for total minutes for the rest food they waited until everything was done bring and was not even good the chicken was dry and looked old burger was cold mcflurry was made wrong did not eat that and they gave the wrong slice cake very disappointed the pizza was the only food item that did not suck entirely was very thin but tasted okay definitely would not back ever again not worth the trip the hype
13806,My family was dining there and the people that was with us got their food way before us. I waited for an hour before deciding to inquire about mine and my daughters pasta dishes. I stood in line for about ten minutes when a member of management came. They went to look for it. Was just sitting under a heat lamp. We will never step foot in that McDonalds again. We ordered our food at 7:34pm and got our food at 8:45pm Shame on you McDonalds,1,Negative,model_pseudo_label,0.8891162548383277,False,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",2 weeks ago,14.0,My family was dining there and the people that was with us got their food way before us. I waited for an hour before deciding to inquire about mine and my daughters pasta dishes. I stood in line for about ten minutes when a member of management came. They went to look for it. Was just sitting under a heat lamp. We will never step foot in that McDonalds again. We ordered our food at 7:34pm and got our food at 8:45pm Shame on you McDonalds,1,13806,family was dining there and the people that was with got their food way before waited for hour before deciding inquire about mine and daughters pasta dishes stood line for about ten minutes when member management came they went look for was just sitting under heat lamp will never step foot that again ordered our food and got our food shame you
13807,It was to crowded but food was good and there are so many other options like pasta that you cant find in regular stores. The second floor was amazing for the little ones with big playgroung and Arcade section. Would love to come back on a not to busy day. We visit Sunday at noon.,5,Positive,model_pseudo_label,0.5775887677154299,True,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",a month ago,30.0,It was to crowded but food was good and there are so many other options like pasta that you cant find in regular stores. The second floor was amazing for the little ones with big playgroung and Arcade section. Would love to come back on a not to busy day. We visit Sunday at noon.,5,13807,was crowded but food was good and there are many other options like pasta that you cant find regular stores the second floor was amazing for the little ones with big playgroung and arcade section would love come back not busy day visit sunday noon
13808,"Awesome McDonald's to visit and eat. The food was delicious and the customer service was great. You place your order at the machine and they will deliver the food anywhere you are. I love the arcade area and there was plenty of seating. The atmosphere was relaxing and restrooms,food area,drink area and arcade were clean. They have 2 stories and both were very well maintained. I definitely recommend visiting this McDonald's with your children. They will have lots of fun.",5,Positive,model_pseudo_label,0.7630766490043408,False,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",3 years ago,1095.0,"Awesome McDonald's to visit and eat. The food was delicious and the customer service was great. You place your order at the machine and they will deliver the food anywhere you are. I love the arcade area and there was plenty of seating. The atmosphere was relaxing and restrooms,food area,drink area and arcade were clean. They have 2 stories and both were very well maintained. I definitely recommend visiting this McDonald's with your children. They will have lots of fun.",5,13808,awesome visit and eat the food was delicious and the customer service was great you place your order the machine and they will deliver the food anywhere you are love the arcade area and there was plenty seating the atmosphere was relaxing and restrooms food area drink area and arcade were clean they have stories and both were very well maintained definitely recommend visiting this with your children they will have lots fun
13809,"biggest in the world - but still a mcd's. the golden arches doesn't really do anything impressive - i mean, disappointment is kinda expected. Walked in with no expectations. I like that they have other food besides the regular burgers. was impressed by the brick oven pizzas they were putting together. we tried ordering breakfast (ALL DAY) but they were out of so many entrees... like OUT! not sure how you run the world's biggest McD's and not have stuff on hand at 2.30 in the afternoon. It wasn't super crowded. Love the self-ordering kiosk (that's what you get for demanding $15/hr for fast food wages). Love even more that you can order from your app and just go pick it up at the counter. Our fries were as expected from the golden arches. the top floor has seating and an arcade. the main floor has a lot of seating areas with plenty of window seating. for it being the world's biggest, it really didn't seem THAT big ... also, they could have more of a variety of entrees / foods / dishes that is different from a regular neighborhood mcd's - just a thought.",4,Positive,model_pseudo_label,0.44999503337132,True,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",3 months ago,90.0,"biggest in the world - but still a mcd's. the golden arches doesn't really do anything impressive - i mean, disappointment is kinda expected. Walked in with no expectations. I like that they have other food besides the regular burgers. was impressed by the brick oven pizzas they were putting together. we tried ordering breakfast (ALL DAY) but they were out of so many entrees... like OUT! not sure how you run the world's biggest McD's and not have stuff on hand at 2.30 in the afternoon. It wasn't super crowded. Love the self-ordering kiosk (that's what you get for demanding $15/hr for fast food wages). Love even more that you can order from your app and just go pick it up at the counter. Our fries were as expected from the golden arches. the top floor has seating and an arcade. the main floor has a lot of seating areas with plenty of window seating. for it being the world's biggest, it really didn't seem THAT big ... also, they could have more of a variety of entrees / foods / dishes that is different from a regular neighborhood mcd's - just a thought.",4,13809,biggest the world but still mcd the golden arches does not really anything impressive mean disappointment kinda expected walked with no expectations like that they have other food besides the regular burgers was impressed the brick oven pizzas they were putting together tried ordering breakfast all day but they were out many entrees like out not sure how you run the world biggest mcd and not have stuff hand the afternoon was not super crowded love the self ordering kiosk that what you get for demanding for fast food wages love even more that you can order from your app and just pick the counter our fries were expected from the golden arches the top floor has seating and arcade the main floor has lot seating areas with plenty window seating for being the world biggest really did not seem that big also they could have more variety entrees foods dishes that different from regular neighborhood mcd just thought
13810,The service was very slow compared to Ireland and our order was mixed up even though we ordered on the self service machines. The soft drinks were flat but otherwise no complaints. American McDonalds burgers taste quite different to Irish Mcdonalds.,4,Negative,model_pseudo_label,0.5366104601049406,True,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",a month ago,30.0,The service was very slow compared to Ireland and our order was mixed up even though we ordered on the self service machines. The soft drinks were flat but otherwise no complaints. American McDonalds burgers taste quite different to Irish Mcdonalds.,4,13810,the service was very slow compared ireland and our order was mixed even though ordered the self service machines the soft drinks were flat but otherwise no complaints american burgers taste quite different irish
13811,Very loud and busy. Very big inside with McDonald's pizza place too Upstairs is a big kids play place But you will have to wait about 20 -30 mins too receive your order So that a downside and its very crowded so if u have a problem with crowded places don't go inside because it alot of people inside ordering and waiting and it's just to much,5,Negative,model_pseudo_label,0.5879420283616771,True,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",2 weeks ago,14.0,Very loud and busy. Very big inside with McDonald's pizza place too Upstairs is a big kids play place But you will have to wait about 20 -30 mins too receive your order So that a downside and its very crowded so if u have a problem with crowded places don't go inside because it alot of people inside ordering and waiting and it's just to much,5,13811,very loud and busy very big inside with pizza place too upstairs big kids play place but you will have wait about mins too receive your order that downside and its very crowded have problem with crowded places not inside because alot people inside ordering and waiting and just much
13812,"Nice, big McDonald's on the International Drive. The place was packed and too noisy. The service was fast, though, and had decent food. Will try again for sure.",4,Positive,model_pseudo_label,0.8028541578247733,False,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",a month ago,30.0,"Nice, big McDonald's on the International Drive. The place was packed and too noisy. The service was fast, though, and had decent food. Will try again for sure.",4,13812,nice big the international drive the place was packed and too noisy the service was fast though and had decent food will try again for sure
13813,"Everyone should come here once just to check it out. Ice cream, cake, cheesecake, pizza, pasta. An arcade with prizes. A huge play area. All of our food didn't come out together...curious how fries and a drink cup come out 15 minutes after pasta and pizza? Lol. The pasta with Alfredo sauce was bland and not great. The pizza was delicious. It was pretty chaotic and loud but overall clean. Workers constantly moving.",3,Positive,model_pseudo_label,0.5470826688954096,True,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",2 months ago,60.0,"Everyone should come here once just to check it out. Ice cream, cake, cheesecake, pizza, pasta. An arcade with prizes. A huge play area. All of our food didn't come out together...curious how fries and a drink cup come out 15 minutes after pasta and pizza? Lol. The pasta with Alfredo sauce was bland and not great. The pizza was delicious. It was pretty chaotic and loud but overall clean. Workers constantly moving.",3,13813,everyone should come here once just check out ice cream cake cheesecake pizza pasta arcade with prizes huge play area all our food did not come out together curious how fries and drink cup come out minutes after pasta and pizza lol the pasta with alfredo sauce was bland and not great the pizza was delicious was pretty chaotic and loud but overall clean workers constantly moving
13814,"Love this McDonald's, it has a great variety of food, I think this is the only McDonald's that serves pizza and real dessert, like this peanut butter chocolate cake. Check it out!",5,Positive,model_pseudo_label,0.8226506522816646,False,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",3 months ago,90.0,"Love this McDonald's, it has a great variety of food, I think this is the only McDonald's that serves pizza and real dessert, like this peanut butter chocolate cake. Check it out!",5,13814,love this has great variety food think this the only that serves pizza and real dessert like this peanut butter chocolate cake check out
13815,"Used a ice cream cone reward. The machine was broken and asked me if I wanted something else. I said a mango smoothie. They ended up giving me strawberry banana. Furthermore visited again and they never had my order took 30 mins for someone to help. 3rd time didn't print receipt and the customer service was horrible, but the whole time he had the ability to print a duplicate. Stay away if you don't want to deal with them.",1,Negative,model_pseudo_label,0.8575464391255719,False,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",3 weeks ago,21.0,"Used a ice cream cone reward. The machine was broken and asked me if I wanted something else. I said a mango smoothie. They ended up giving me strawberry banana. Furthermore visited again and they never had my order took 30 mins for someone to help. 3rd time didn't print receipt and the customer service was horrible, but the whole time he had the ability to print a duplicate. Stay away if you don't want to deal with them.",1,13815,used ice cream cone reward the machine was broken and asked wanted something else said mango smoothie they ended giving strawberry banana furthermore visited again and they never had order took mins for someone help time did not print receipt and the customer service was horrible but the whole time had the ability print duplicate stay away you not want deal with them
13816,I came to Orlando for Disney world and ended up coming to the largest McDonald s I ve ever seen. I can proudly tell my family I got pizza and pasta from McDonald,5,Neutral,model_pseudo_label,0.3720308484812383,True,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",2 years ago,730.0,I came to Orlando for Disney world and ended up coming to the largest McDonald s I ve ever seen. I can proudly tell my family I got pizza and pasta from McDonald,5,13816,came orlando for disney world and ended coming the largest ever seen can proudly tell family got pizza and pasta from
13817,"We were given the wrong meal (the same meal) more than 4 times while employees argued that it wasn t our food and we ve been sitting here with our table number and corresponding receipt stating what we ordered for almost an hour still with no food. The outside looks amazing but inside is complete chaos the coordination and way of operating a busy business to get people their correct orders in this type of area with high population needs improvement. Update: After 45 mins we got our food, Luke warm fries and the Sandwiches weren",2,Negative,model_pseudo_label,0.871644077808279,False,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",2 months ago,60.0,"We were given the wrong meal (the same meal) more than 4 times while employees argued that it wasn t our food and we ve been sitting here with our table number and corresponding receipt stating what we ordered for almost an hour still with no food. The outside looks amazing but inside is complete chaos the coordination and way of operating a busy business to get people their correct orders in this type of area with high population needs improvement. Update: After 45 mins we got our food, Luke warm fries and the Sandwiches weren",2,13817,were given the wrong meal the same meal more than times while employees argued that wasn our food and been sitting here with our table number and corresponding receipt stating what ordered for almost hour still with no food the outside looks amazing but inside complete chaos the coordination and way operating busy business get people their correct orders this type area with high population needs improvement update after mins got our food luke warm fries and the sandwiches weren
13818,It was cool definitely check it out!,4,Neutral,model_pseudo_label,0.5569984344043132,True,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",a month ago,30.0,It was cool definitely check it out!,4,13818,was cool definitely check out
13819,"I really wanted to looooove this Mc Donalds store since they are the biggest in the world. But being this ""famous"" comes with a price: overcrowded and short staff. People were mad in the line asking for the food, saying they ordered their meal 30 minutes ago. Hello?30 minutes? This is insane. Very tourist location. I just wish the manager would hire more people to work there so they can attend that much of people.",2,Negative,model_pseudo_label,0.9092443732402068,False,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",a week ago,7.0,"I really wanted to looooove this Mc Donalds store since they are the biggest in the world. But being this ""famous"" comes with a price: overcrowded and short staff. People were mad in the line asking for the food, saying they ordered their meal 30 minutes ago. Hello?30 minutes? This is insane. Very tourist location. I just wish the manager would hire more people to work there so they can attend that much of people.",2,13819,really wanted looooove this since they are the biggest the world but being this famous comes with price overcrowded and short staff people were mad the line asking for the food saying they ordered their meal minutes ago hello minutes this insane very tourist just wish the manager would hire more people work there they can attend that much people
13820,I was so excited to visit the worlds largest McDonalds even though McDonalds is not one of my favorite places. If you are a parent you understand. Lol. But this one has so many more options to choose from. I got pasta and my son got pizza. Both were very good. They even have a separate desert counter. If you have little ones you definitely want to check this place out. The Play Place is huge.,5,Positive,model_pseudo_label,0.4340246352319331,True,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",2 weeks ago,14.0,I was so excited to visit the worlds largest McDonalds even though McDonalds is not one of my favorite places. If you are a parent you understand. Lol. But this one has so many more options to choose from. I got pasta and my son got pizza. Both were very good. They even have a separate desert counter. If you have little ones you definitely want to check this place out. The Play Place is huge.,5,13820,was excited visit the worlds largest even though not one favorite places you are parent you understand lol but this one has many more options choose from got pasta and son got pizza both were very good they even have separate desert counter you have little ones you definitely want check this place out the play place huge
13821,"Always super busy, the pasta is mid, the pizza is surprisingly delicious, the deserts are fantastic! the vibe is pretty fun, a very cool playground and arcade upstairs (with flappy bird of all things) always fun to stop here when I hit Orlando :)",5,Positive,model_pseudo_label,0.7380407527150117,False,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",2 months ago,60.0,"Always super busy, the pasta is mid, the pizza is surprisingly delicious, the deserts are fantastic! the vibe is pretty fun, a very cool playground and arcade upstairs (with flappy bird of all things) always fun to stop here when I hit Orlando :)",5,13821,always super busy the pasta mid the pizza surprisingly delicious the deserts are fantastic the vibe pretty fun very cool playground and arcade upstairs with flappy bird all things always fun stop here when hit orlando
13822,"Too crowded, tables were a mess and they took almost 40mins to have our food ready, when we ask for it they weren't too helpful/friendly. The upstairs AC wasnt running or something was wrong it was too hot, overall it just seems like they were understaffed for the amount of people there.",1,Negative,model_pseudo_label,0.4531371485553503,True,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",3 days ago,3.0,"Too crowded, tables were a mess and they took almost 40mins to have our food ready, when we ask for it they weren't too helpful/friendly. The upstairs AC wasnt running or something was wrong it was too hot, overall it just seems like they were understaffed for the amount of people there.",1,13822,too crowded tables were mess and they took almost mins have our food ready when ask for they were not too helpful friendly the upstairs wasnt running something was wrong was too hot overall just seems like they were understaffed for the amount people there
13823,It was late at night but still very much full. The food was great but they were so busy I had to wait long while to get my food. Other Than that it was great.,3,Positive,model_pseudo_label,0.6085965306121653,False,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",3 months ago,90.0,It was late at night but still very much full. The food was great but they were so busy I had to wait long while to get my food. Other Than that it was great.,3,13823,was late night but still very much full the food was great but they were busy had wait long while get food other than that was great
13824,MCpizza is the best item in the menu.,5,Positive,model_pseudo_label,0.4831840173442742,True,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",2 weeks ago,14.0,MCpizza is the best item in the menu.,5,13824,mcpizza the best item the menu
13825,"Place is great for kids. Usual McDonald's food, but cost a lot more. Better to go to a different McDonald's location to eat and Epic just got play and fun.",4,Positive,model_pseudo_label,0.6940839848809721,False,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",a month ago,30.0,"Place is great for kids. Usual McDonald's food, but cost a lot more. Better to go to a different McDonald's location to eat and Epic just got play and fun.",4,13825,place great for kids usual food but cost lot more better different eat and epic just got play and fun
13826,"Thoroughly disappointed with our visit. Food took ages and was mediocre at best. The air con didn't work so we were sweltering. Used the arcade, half the machines did not work, had to wait half an hour to get prizes. The staff were rude and unhelpful. I would advise not to bother visiting.",1,Negative,model_pseudo_label,0.7419446550499638,False,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",4 weeks ago,28.0,"Thoroughly disappointed with our visit. Food took ages and was mediocre at best. The air con didn't work so we were sweltering. Used the arcade, half the machines did not work, had to wait half an hour to get prizes. The staff were rude and unhelpful. I would advise not to bother visiting.",1,13826,thoroughly disappointed with our visit food took ages and was mediocre best the air con did not work were sweltering used the arcade half the machines did not work had wait half hour get prizes the staff were rude and unhelpful would advise not bother visiting
13827,"Loved the look of the store. Kids had a good time in the arcade. One part of my party waited over an hour for their food. Went to ask about it three times and was told it was on its way. The fourth time, I went to the counter to ask about the order and was told that their system went down and that It had lost the order. Little did they know that I currently work for McDonald's, and I asked the manager how they were still taking orders if the system went down and no one was on the phone with tech support. All of a sudden, they found the order and rushed it to us. I feel that what had happened is that the order was served off and no one wanted admit to it.",5,Negative,model_pseudo_label,0.8105140302611714,False,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",a month ago,30.0,"Loved the look of the store. Kids had a good time in the arcade. One part of my party waited over an hour for their food. Went to ask about it three times and was told it was on its way. The fourth time, I went to the counter to ask about the order and was told that their system went down and that It had lost the order. Little did they know that I currently work for McDonald's, and I asked the manager how they were still taking orders if the system went down and no one was on the phone with tech support. All of a sudden, they found the order and rushed it to us. I feel that what had happened is that the order was served off and no one wanted admit to it.",5,13827,loved the look the kids had good time the arcade one part party waited over hour for their food went ask about three times and was told was its way the fourth time went the counter ask about the order and was told that their system went down and that had lost the order little did they know that currently work for and asked the manager how they were still taking orders the system went down and no one was the phone with tech support all sudden they found the order and rushed feel that what had happened that the order was served off and no one wanted admit
13828,"They have an arcade upstairs but no one working in the arcade, and play area. No one is available to redeem tickets for prizes. Who wants to leave without their prize, not my kid!",1,Negative,model_pseudo_label,0.4190541394017988,True,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",3 months ago,90.0,"They have an arcade upstairs but no one working in the arcade, and play area. No one is available to redeem tickets for prizes. Who wants to leave without their prize, not my kid!",1,13828,they have arcade upstairs but no one working the arcade and play area no one available redeem tickets for prizes who wants leave without their prize not kid
13829,"Overcrowded and rude employees when we went. Overhyped in my opinion. Just browse the pictures on the internet and call it good. There s no need to visit this place. Smaller jungle gym than we thought and too overcrowded with kids shoving each other and climbing over each other. We wanted to try the pizza but they closed shortly after we arrived. Mind you, it was open when we first arrived but we had to wait in a ridiculously long line only to find out they closed while we were waiting and",1,Negative,model_pseudo_label,0.8619467226939721,False,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",a month ago,30.0,"Overcrowded and rude employees when we went. Overhyped in my opinion. Just browse the pictures on the internet and call it good. There s no need to visit this place. Smaller jungle gym than we thought and too overcrowded with kids shoving each other and climbing over each other. We wanted to try the pizza but they closed shortly after we arrived. Mind you, it was open when we first arrived but we had to wait in a ridiculously long line only to find out they closed while we were waiting and",1,13829,overcrowded and rude employees when went overhyped opinion just browse the pictures the internet and call good there no need visit this place smaller jungle gym than thought and too overcrowded with kids shoving each other and climbing over each other wanted try the pizza but they closed shortly after arrived mind you was open when first arrived but had wait ridiculously long line only find out they closed while were waiting and
13830,This was actually a pretty cool McDonald s. Needed to experience it. Service was quick especially with the amount of,5,Positive,model_pseudo_label,0.7922162623737148,False,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",a month ago,30.0,This was actually a pretty cool McDonald s. Needed to experience it. Service was quick especially with the amount of,5,13830,this was actually pretty cool needed experience service was quick especially with the amount
13831,"Big disappointment. They closed 2nd floor area at 9:30pm so didn't get to see upstairs. Nuggets were smaller and drier than usual, and they forgot half our order but they were nice about it. Oh well, can't expect much in this super touristy area.",2,Negative,model_pseudo_label,0.4155606391737055,True,unlabeled_pool,False,McDonald's,"6875 Sand Lake Rd, Orlando, FL 32819, United States",5 months ago,150.0,"Big disappointment. They closed 2nd floor area at 9:30pm so didn't get to see upstairs. Nuggets were smaller and drier than usual, and they forgot half our order but they were nice about it. Oh well, can't expect much in this super touristy area.",2,13831,big disappointment they closed floor area did not get see upstairs nuggets were smaller and drier than usual and they forgot half our order but they were nice about well can not expect much this super touristy area
